,State,Year,Quater,Transacion_type,Transacion_count,Transacion_amount
930,goa,2019,3,Peer-to-peer payments,475178,1704668027.0159788
931,goa,2019,3,Recharge & bill payments,453806,157952854.9501171
932,goa,2019,3,Merchant payments,150578,123948570.56857497
933,goa,2019,3,Financial Services,1510,1282344.8444824044
934,goa,2019,3,Others,11344,12515394.117688328
935,goa,2019,4,Peer-to-peer payments,698728,2484453030.31845
936,goa,2019,4,Recharge & bill payments,552421,205602115.14625147
937,goa,2019,4,Merchant payments,250893,218404664.8638511
938,goa,2019,4,Financial Services,1497,649712.8451498008
939,goa,2019,4,Others,11733,14350825.325765317
940,goa,2020,1,Peer-to-peer payments,817198,2851686768.653684
941,goa,2020,1,Recharge & bill payments,678079,244739382.20701858
942,goa,2020,1,Merchant payments,373110,298421548.1046571
943,goa,2020,1,Financial Services,1762,1816477.5692472362
944,goa,2020,1,Others,11088,13707055.389155574
945,goa,2020,2,Recharge & bill payments,758617,241196540.9379891
946,goa,2020,2,Peer-to-peer payments,493326,1766723888.2025127
947,goa,2020,2,Merchant payments,221358,168591711.94693565
948,goa,2020,2,Financial Services,3081,3328361.317987765
949,goa,2020,2,Others,5710,3775927.611346662
950,goa,2020,3,Peer-to-peer payments,759351,2723430713.3444066
951,goa,2020,3,Recharge & bill payments,696770,280187505.0339355
952,goa,2020,3,Merchant payments,446880,353193881.4783259
953,goa,2020,3,Financial Services,4985,6418950.466847964
954,goa,2020,3,Others,7545,5112530.621144422
955,goa,2020,4,Peer-to-peer payments,1550251,5407626413.043346
956,goa,2020,4,Merchant payments,1389834,1123844212.5171819
957,goa,2020,4,Recharge & bill payments,839199,345088772.3784919
958,goa,2020,4,Financial Services,7287,10386560.386677971
959,goa,2020,4,Others,14810,12846789.254236266
960,goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682
961,goa,2021,1,Merchant payments,2195509,1768358976.7158575
962,goa,2021,1,Recharge & bill payments,880682,410604192.7268899
963,goa,2021,1,Financial Services,8138,12207778.148638733
964,goa,2021,1,Others,11764,12687278.26183929
965,goa,2021,2,Merchant payments,1869384,1411529033.6650195
966,goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256
967,goa,2021,2,Recharge & bill payments,953219,383804809.3560881
968,goa,2021,2,Financial Services,8303,12371843.844825167
969,goa,2021,2,Others,12392,10115549.032816991
970,goa,2021,3,Merchant payments,2865625,2143135314.897931
971,goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299
972,goa,2021,3,Recharge & bill payments,1017351,438838003.22982365
973,goa,2021,3,Financial Services,8337,12943224.07382146
974,goa,2021,3,Others,16145,12416377.597493527
975,goa,2021,4,Merchant payments,5474662,4384250602.937038
976,goa,2021,4,Peer-to-peer payments,4408822,13618351952.666094
977,goa,2021,4,Recharge & bill payments,1170180,585734312.4063727
978,goa,2021,4,Financial Services,11320,17101084.66037453
979,goa,2021,4,Others,23775,21819163.1997744
980,goa,2022,1,Merchant payments,6364271,4682000388.389215
981,goa,2022,1,Peer-to-peer payments,4640380,14449830641.555716
982,goa,2022,1,Recharge & bill payments,1177071,646403472.1135541
983,goa,2022,1,Financial Services,11677,17490493.19245399
984,goa,2022,1,Others,20699,20720407.595174044
985,goa,2022,2,Merchant payments,7812998,5736211013.6866455
986,goa,2022,2,Peer-to-peer payments,5097942,16372343177.228306
987,goa,2022,2,Recharge & bill payments,1279377,738765635.2807853
988,goa,2022,2,Financial Services,10666,13192736.02810038
989,goa,2022,2,Others,15071,12525197.296362752
990,goa,2022,3,Merchant payments,7595135,5112175255.359402
991,goa,2022,3,Peer-to-peer payments,4449008,13780955270.352726
992,goa,2022,3,Recharge & bill payments,1122869,657115143.5357426
993,goa,2022,3,Financial Services,9992,12650738.420843877
994,goa,2022,3,Others,11683,11368868.03761505
995,goa,2022,4,Merchant payments,10319138,6739205748.43176
996,goa,2022,4,Peer-to-peer payments,5652373,17421974714.962345
997,goa,2022,4,Recharge & bill payments,1195865,734121700.6400625
998,goa,2022,4,Financial Services,12147,15705663.126967767
999,goa,2022,4,Others,13151,13978544.178016864
1000,gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563
1001,gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066
1002,gujarat,2018,1,Merchant payments,145436,166036667.57089135
1003,gujarat,2018,1,Financial Services,122117,27986679.009713165
1004,gujarat,2018,1,Others,250296,186165067.5737218
1005,gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953
1006,gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386887
1007,gujarat,2018,2,Merchant payments,275503,356984574.1205573
1008,gujarat,2018,2,Financial Services,140704,38598263.22838031
1009,gujarat,2018,2,Others,202928,185541007.527258
1010,gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.759302
1011,gujarat,2018,3,Recharge & bill payments,5117168,1938041688.9678535
1012,gujarat,2018,3,Merchant payments,573440,466209496.80151117
1013,gujarat,2018,3,Financial Services,136468,24930605.607339725
1014,gujarat,2018,3,Others,219873,164477497.1394802
1015,gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.780193
1016,gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815277
1017,gujarat,2018,4,Merchant payments,1656377,1088373316.0580251
1018,gujarat,2018,4,Financial Services,133915,30699273.16507
1019,gujarat,2018,4,Others,316405,207297005.69778407
1020,gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.308655
1021,gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943
1022,gujarat,2019,1,Merchant payments,2493340,1296376125.1752787
1023,gujarat,2019,1,Financial Services,114539,19581520.569400217
1024,gujarat,2019,1,Others,323272,204585378.77191538
1025,gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46585
1026,gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602
1027,gujarat,2019,2,Merchant payments,5486791,2526448415.3585706
1028,gujarat,2019,2,Financial Services,70502,17349813.389733132
1029,gujarat,2019,2,Others,442607,271280936.6247084
1030,gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684
1031,gujarat,2019,3,Merchant payments,11788077,4211116461.2911887
1032,gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059
1033,gujarat,2019,3,Financial Services,78609,20507001.233050577
1034,gujarat,2019,3,Others,482985,256386015.24681717
1035,gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778
1036,gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656
1037,gujarat,2019,4,Merchant payments,9964076,5480269119.720948
1038,gujarat,2019,4,Financial Services,63498,20202767.26414788
1039,gujarat,2019,4,Others,444434,194846362.42851496
1040,gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784
1041,gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899
1042,gujarat,2020,1,Merchant payments,12191478,7210758662.281933
1043,gujarat,2020,1,Financial Services,50753,27460255.45966168
1044,gujarat,2020,1,Others,367621,165535312.39278784
1045,gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990006
1046,gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.22913
1047,gujarat,2020,2,Merchant payments,9645967,7196610931.561442
1048,gujarat,2020,2,Financial Services,59617,53132341.305008195
1049,gujarat,2020,2,Others,173543,92274135.40504411
1050,gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531
1051,gujarat,2020,3,Merchant payments,18338969,12749796641.785404
1052,gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882
1053,gujarat,2020,3,Financial Services,92278,84723188.62104335
1054,gujarat,2020,3,Others,246851,124456073.24163358
1055,gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.36209
1056,gujarat,2020,4,Merchant payments,28430460,20844321156.652935
1057,gujarat,2020,4,Recharge & bill payments,18943669,10441981826.080866
1058,gujarat,2020,4,Financial Services,113371,120056733.8865249
1059,gujarat,2020,4,Others,373789,243470065.45681778
1060,gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.02933
1061,gujarat,2021,1,Merchant payments,35815382,26512643894.003174
1062,gujarat,2021,1,Recharge & bill payments,22088838,11996115292.377842
1063,gujarat,2021,1,Financial Services,126380,137612317.73580322
1064,gujarat,2021,1,Others,316472,235440836.3042438
1065,gujarat,2021,2,Merchant payments,42593432,33542305033.829506
1066,gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.30194
1067,gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221
1068,gujarat,2021,2,Financial Services,128647,136119996.7022825
1069,gujarat,2021,2,Others,349525,249278437.33914098
1070,gujarat,2021,3,Merchant payments,62934471,48197579736.51646
1071,gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402
1072,gujarat,2021,3,Recharge & bill payments,29580901,15945997372.058683
1073,gujarat,2021,3,Financial Services,125167,163304131.1436523
1074,gujarat,2021,3,Others,473656,304418273.24545926
1075,gujarat,2021,4,Merchant payments,84846502,68717933161.8696
1076,gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63605
1077,gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239
1078,gujarat,2021,4,Financial Services,175393,209214620.7057898
1079,gujarat,2021,4,Others,591265,377657202.7539646
1080,gujarat,2022,1,Merchant payments,101648378,79563412221.78397
1081,gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.30835
1082,gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357
1083,gujarat,2022,1,Financial Services,160423,187077879.38466492
1084,gujarat,2022,1,Others,496289,316261089.4073821
1085,gujarat,2022,2,Merchant payments,131610193,95585623258.23604
1086,gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.59766
1087,gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894
1088,gujarat,2022,2,Financial Services,125180,142685436.4192669
1089,gujarat,2022,2,Others,468796,278978567.1836352
1090,gujarat,2022,3,Merchant payments,161264265,109018764232.99393
1091,gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105
1092,gujarat,2022,3,Recharge & bill payments,38383683,28649040040.502144
1093,gujarat,2022,3,Financial Services,152053,162173602.84596294
1094,gujarat,2022,3,Others,404941,269479241.0969004
1095,gujarat,2022,4,Merchant payments,186533503,125585214989.03009
1096,gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685
1097,gujarat,2022,4,Recharge & bill payments,39167297,30789927498.953297
1098,gujarat,2022,4,Financial Services,179101,194314203.00804448
1099,gujarat,2022,4,Others,407639,295484431.2780074
1100,haryana,2018,1,Recharge & bill payments,2368002,535578755.07945114
1101,haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666
1102,haryana,2018,1,Merchant payments,167816,173513595.3537558
1103,haryana,2018,1,Financial Services,128636,27501068.014126316
1104,haryana,2018,1,Others,209123,242110585.52640373
1105,haryana,2018,2,Recharge & bill payments,3054284,984897276.651981
1106,haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494
1107,haryana,2018,2,Merchant payments,369916,334118261.45344114
1108,haryana,2018,2,Financial Services,167570,38145882.44180386
1109,haryana,2018,2,Others,170208,217328211.71769944
1110,haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345787
1111,haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605886
1112,haryana,2018,3,Merchant payments,1003057,427387637.9335371
1113,haryana,2018,3,Financial Services,100452,17323790.814170156
1114,haryana,2018,3,Others,201148,190505707.47361812
1115,haryana,2018,4,Peer-to-peer payments,5905032,22416919746.93868
1116,haryana,2018,4,Recharge & bill payments,4116262,1671040703.7317612
1117,haryana,2018,4,Merchant payments,2413446,1013407379.8963095
1118,haryana,2018,4,Financial Services,120711,22252543.62175617
1119,haryana,2018,4,Others,394732,267255642.26742023
1120,haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907
1121,haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757
1122,haryana,2019,1,Merchant payments,3361995,1292375556.3150868
1123,haryana,2019,1,Financial Services,101786,15201736.002431491
1124,haryana,2019,1,Others,473192,258437718.15887585
1125,haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578
1126,haryana,2019,2,Recharge & bill payments,5902923,2838724048.0896106
1127,haryana,2019,2,Merchant payments,5738283,2292901816.1432047
1128,haryana,2019,2,Financial Services,57488,12080285.227121718
1129,haryana,2019,2,Others,655560,301748850.1804938
1130,haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285
1131,haryana,2019,3,Merchant payments,9386779,3615636827.8118167
1132,haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641
1133,haryana,2019,3,Financial Services,61503,16715100.880217994
1134,haryana,2019,3,Others,829974,301378585.9978597
1135,haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443
1136,haryana,2019,4,Merchant payments,11615667,5253780278.236426
1137,haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194
1138,haryana,2019,4,Financial Services,41688,13756049.144287623
1139,haryana,2019,4,Others,790808,212797749.81994924
1140,haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149
1141,haryana,2020,1,Merchant payments,14327020,7075196609.224878
1142,haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322
1143,haryana,2020,1,Financial Services,34488,25266730.1883267
1144,haryana,2020,1,Others,600232,176823674.24305555
1145,haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839
1146,haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405
1147,haryana,2020,2,Merchant payments,11527654,7393393677.758501
1148,haryana,2020,2,Financial Services,48759,49209527.29146181
1149,haryana,2020,2,Others,129940,75550536.67993587
1150,haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024
1151,haryana,2020,3,Merchant payments,20845136,12141560866.982178
1152,haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496
1153,haryana,2020,3,Financial Services,66457,80854296.9304013
1154,haryana,2020,3,Others,186818,96375902.20346308
1155,haryana,2020,4,Merchant payments,34063692,21382305452.06797
1156,haryana,2020,4,Peer-to-peer payments,33920789,128613933346.85507
1157,haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653
1158,haryana,2020,4,Financial Services,84881,103265693.75364488
1159,haryana,2020,4,Others,419181,223528573.1334415
1160,haryana,2021,1,Merchant payments,39363588,23389100227.155342
1161,haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61835
1162,haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674
1163,haryana,2021,1,Financial Services,79784,99672809.99228218
1164,haryana,2021,1,Others,364437,218544351.22172093
1165,haryana,2021,2,Merchant payments,45335533,29119078263.957985
1166,haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668
1167,haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409
1168,haryana,2021,2,Financial Services,85821,97238136.09517692
1169,haryana,2021,2,Others,311896,227855606.99266592
1170,haryana,2021,3,Merchant payments,66885213,40190922826.60629
1171,haryana,2021,3,Peer-to-peer payments,55929958,188548678300.5247
1172,haryana,2021,3,Recharge & bill payments,17087955,11681457468.964512
1173,haryana,2021,3,Financial Services,77496,116592181.46997279
1174,haryana,2021,3,Others,479071,289441481.64370304
1175,haryana,2021,4,Merchant payments,84993587,56325102920.50671
1176,haryana,2021,4,Peer-to-peer payments,66548306,238638993818.09595
1177,haryana,2021,4,Recharge & bill payments,17632752,13817258646.066364
1178,haryana,2021,4,Financial Services,105050,151421306.61683068
1179,haryana,2021,4,Others,407280,307822609.17479354
1180,haryana,2022,1,Merchant payments,98346418,62565728158.2885
1181,haryana,2022,1,Peer-to-peer payments,74499889,263547240999.68338
1182,haryana,2022,1,Recharge & bill payments,18494827,14765350795.965681
1183,haryana,2022,1,Financial Services,107240,146586164.62792295
1184,haryana,2022,1,Others,540235,279136534.21161634
1185,haryana,2022,2,Merchant payments,130033573,76926347115.76375
1186,haryana,2022,2,Peer-to-peer payments,84219451,300504797205.2718
1187,haryana,2022,2,Recharge & bill payments,20011709,17457331653.445232
1188,haryana,2022,2,Financial Services,89805,120610061.5284536
1189,haryana,2022,2,Others,345424,224949213.49711913
1190,haryana,2022,3,Merchant payments,151278013,87063736519.87311
1191,haryana,2022,3,Peer-to-peer payments,95071203,319374569105.9015
1192,haryana,2022,3,Recharge & bill payments,22592966,21247984018.682095
1193,haryana,2022,3,Financial Services,111032,144937203.2864578
1194,haryana,2022,3,Others,308596,223267730.28330007
1195,haryana,2022,4,Merchant payments,169685872,102918159834.12416
1196,haryana,2022,4,Peer-to-peer payments,102993798,364514204185.1917
1197,haryana,2022,4,Recharge & bill payments,23545059,22666085169.84729
1198,haryana,2022,4,Financial Services,118488,152488074.9943577
1199,haryana,2022,4,Others,305148,239722615.94605047
1200,himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.82607427
1201,himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.4835303
1202,himachal-pradesh,2018,1,Merchant payments,13241,13851230.83495245
1203,himachal-pradesh,2018,1,Financial Services,8955,2040522.724771278
1204,himachal-pradesh,2018,1,Others,20779,16752849.503009535
1205,himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.414042
1206,himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071
1207,himachal-pradesh,2018,2,Merchant payments,27851,31961300.882765952
1208,himachal-pradesh,2018,2,Financial Services,11330,4108919.3075577794
1209,himachal-pradesh,2018,2,Others,19436,19681794.59544668
1210,himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916
1211,himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427
1212,himachal-pradesh,2018,3,Merchant payments,40675,31168155.22193054
1213,himachal-pradesh,2018,3,Financial Services,8182,1552275.0537747287
1214,himachal-pradesh,2018,3,Others,17693,16293930.078267336
1215,himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4432017
1216,himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879.4462624
1217,himachal-pradesh,2018,4,Merchant payments,86963,87575811.80014335
1218,himachal-pradesh,2018,4,Financial Services,11834,2283052.790977265
1219,himachal-pradesh,2018,4,Others,20243,21180141.658664487
1220,himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233587.9236507
1221,himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987.03977025
1222,himachal-pradesh,2019,1,Merchant payments,115553,86624660.3112043
1223,himachal-pradesh,2019,1,Financial Services,9585,1424229.9989233727
1224,himachal-pradesh,2019,1,Others,20730,17676977.717503674
1225,himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007670.958708
1226,himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864579.97562265
1227,himachal-pradesh,2019,2,Merchant payments,248517,141088575.8726466
1228,himachal-pradesh,2019,2,Financial Services,5013,1453651.5352588107
1229,himachal-pradesh,2019,2,Others,30110,25469495.268363245
1230,himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570066.9967147
1231,himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039276845.295213
1232,himachal-pradesh,2019,3,Merchant payments,312575,182746198.16430056
1233,himachal-pradesh,2019,3,Financial Services,3096,1775673.9713265826
1234,himachal-pradesh,2019,3,Others,25170,20649996.69578039
1235,himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533855301.069828
1236,himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619114.99428564
1237,himachal-pradesh,2019,4,Merchant payments,467309,314965060.6352696
1238,himachal-pradesh,2019,4,Financial Services,4576,1769641.9665086274
1239,himachal-pradesh,2019,4,Others,22239,17954418.582290154
1240,himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356756.9678606
1241,himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925.118802
1242,himachal-pradesh,2020,1,Merchant payments,711018,427497010.10439825
1243,himachal-pradesh,2020,1,Financial Services,4711,3172303.6900622216
1244,himachal-pradesh,2020,1,Others,18788,14613755.241563875
1245,himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231470.1628922
1246,himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738488218.640328
1247,himachal-pradesh,2020,2,Merchant payments,570031,479165630.6102103
1248,himachal-pradesh,2020,2,Financial Services,7634,7359757.737539303
1249,himachal-pradesh,2020,2,Others,14642,9659685.392965626
1250,himachal-pradesh,2020,3,Recharge & bill payments,2416395,834567922.2742614
1251,himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806586536.659174
1252,himachal-pradesh,2020,3,Merchant payments,1090445,851539467.337558
1253,himachal-pradesh,2020,3,Financial Services,9543,11391079.288736572
1254,himachal-pradesh,2020,3,Others,19001,11969008.527252048
1255,himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777.7250878
1256,himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857.229637
1257,himachal-pradesh,2020,4,Merchant payments,2001259,1589433440.2684097
1258,himachal-pradesh,2020,4,Financial Services,11353,15534252.217986543
1259,himachal-pradesh,2020,4,Others,27027,21510781.37178286
1260,himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.572702
1261,himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443391
1262,himachal-pradesh,2021,1,Merchant payments,2186946,1778219850.8347864
1263,himachal-pradesh,2021,1,Financial Services,12561,16554205.504427344
1264,himachal-pradesh,2021,1,Others,21430,18764977.931273177
1265,himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397
1266,himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208
1267,himachal-pradesh,2021,2,Merchant payments,2883209,2378084375.199477
1268,himachal-pradesh,2021,2,Financial Services,14642,16428390.62373627
1269,himachal-pradesh,2021,2,Others,28918,19788385.405835297
1270,himachal-pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.204865
1271,himachal-pradesh,2021,3,Merchant payments,4198808,3524434949.634083
1272,himachal-pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280356
1273,himachal-pradesh,2021,3,Financial Services,14497,22805774.600357123
1274,himachal-pradesh,2021,3,Others,36303,23834687.160697926
1275,himachal-pradesh,2021,4,Merchant payments,6062931,5228613146.743451
1276,himachal-pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.584805
1277,himachal-pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138
1278,himachal-pradesh,2021,4,Financial Services,18198,24809740.714031782
1279,himachal-pradesh,2021,4,Others,50971,35578926.74639452
1280,himachal-pradesh,2022,1,Merchant payments,7030946,5558905677.966259
1281,himachal-pradesh,2022,1,Peer-to-peer payments,5718936,19473276901.331963
1282,himachal-pradesh,2022,1,Recharge & bill payments,3271665,1429960686.7669475
1283,himachal-pradesh,2022,1,Financial Services,19314,24442138.15399971
1284,himachal-pradesh,2022,1,Others,47319,31862035.713640407
1285,himachal-pradesh,2022,2,Merchant payments,10591420,7697399368.089639
1286,himachal-pradesh,2022,2,Peer-to-peer payments,7109948,24407668318.014194
1287,himachal-pradesh,2022,2,Recharge & bill payments,3520538,1553155243.3951051
1288,himachal-pradesh,2022,2,Financial Services,16901,20627276.079190243
1289,himachal-pradesh,2022,2,Others,52564,30257752.66416522
1290,himachal-pradesh,2022,3,Merchant payments,12686960,8511266152.669347
1291,himachal-pradesh,2022,3,Peer-to-peer payments,8330778,27039659316.468132
1292,himachal-pradesh,2022,3,Recharge & bill payments,4083168,1780405740.3941154
1293,himachal-pradesh,2022,3,Financial Services,21293,22686931.870640453
1294,himachal-pradesh,2022,3,Others,42669,26764547.138168834
1295,himachal-pradesh,2022,4,Merchant payments,15297492,10280295883.656351
1296,himachal-pradesh,2022,4,Peer-to-peer payments,9284824,29629346091.977356
1297,himachal-pradesh,2022,4,Recharge & bill payments,3907023,1810538524.3215194
1298,himachal-pradesh,2022,4,Financial Services,24342,31775337.436365627
1299,himachal-pradesh,2022,4,Others,41455,27387394.982090995
1300,jammu-&-kashmir,2018,1,Recharge & bill payments,457813,78812610.35129012
1301,jammu-&-kashmir,2018,1,Peer-to-peer payments,353621,861670157.9310012
1302,jammu-&-kashmir,2018,1,Financial Services,65683,10269382.6199755
1303,jammu-&-kashmir,2018,1,Merchant payments,28696,30967525.638810236
1304,jammu-&-kashmir,2018,1,Others,35755,23651562.715049967
1305,jammu-&-kashmir,2018,2,Recharge & bill payments,794502,166762242.91718757
1306,jammu-&-kashmir,2018,2,Peer-to-peer payments,771844,2372961687.5536175
1307,jammu-&-kashmir,2018,2,Financial Services,112422,15636116.81386063
1308,jammu-&-kashmir,2018,2,Merchant payments,79248,64454257.5252622
1309,jammu-&-kashmir,2018,2,Others,38310,31391931.692946266
1310,jammu-&-kashmir,2018,3,Peer-to-peer payments,1260453,3616022745.5645847
1311,jammu-&-kashmir,2018,3,Recharge & bill payments,822143,203079955.34644008
1312,jammu-&-kashmir,2018,3,Merchant payments,140076,82826475.18797052
1313,jammu-&-kashmir,2018,3,Financial Services,44464,6397888.3546260595
1314,jammu-&-kashmir,2018,3,Others,36825,26373935.004048545
1315,jammu-&-kashmir,2018,4,Peer-to-peer payments,1265457,5151829745.262983
1316,jammu-&-kashmir,2018,4,Recharge & bill payments,970724,254473764.00233167
1317,jammu-&-kashmir,2018,4,Merchant payments,402303,215771001.5429565
1318,jammu-&-kashmir,2018,4,Financial Services,33775,6072177.152358056
1319,jammu-&-kashmir,2018,4,Others,49051,36573577.73688933
1320,jammu-&-kashmir,2019,1,Peer-to-peer payments,1913720,5414709531.836735
1321,jammu-&-kashmir,2019,1,Recharge & bill payments,1131953,302663112.8884805
1322,jammu-&-kashmir,2019,1,Merchant payments,452379,199219534.93760535
1323,jammu-&-kashmir,2019,1,Financial Services,43247,4593545.201922052
1324,jammu-&-kashmir,2019,1,Others,43688,30649751.65627311
1325,jammu-&-kashmir,2019,2,Peer-to-peer payments,1180781,5666318253.462076
1326,jammu-&-kashmir,2019,2,Recharge & bill payments,706569,215937468.94414753
1327,jammu-&-kashmir,2019,2,Merchant payments,353678,188931529.4882364
1328,jammu-&-kashmir,2019,2,Financial Services,22663,2652961.353697454
1329,jammu-&-kashmir,2019,2,Others,32664,26301988.31534837
1330,jammu-&-kashmir,2019,3,Peer-to-peer payments,618694,3499425217.9582095
1331,jammu-&-kashmir,2019,3,Recharge & bill payments,318061,111964437.03321175
1332,jammu-&-kashmir,2019,3,Merchant payments,165115,120736230.08884756
1333,jammu-&-kashmir,2019,3,Financial Services,2895,658515.8825482852
1334,jammu-&-kashmir,2019,3,Others,11761,11446090.81965122
1335,jammu-&-kashmir,2019,4,Peer-to-peer payments,310620,1799955855.9714913
1336,jammu-&-kashmir,2019,4,Merchant payments,91303,77859073.82317376
1337,jammu-&-kashmir,2019,4,Recharge & bill payments,84803,49065907.04578097
1338,jammu-&-kashmir,2019,4,Financial Services,197,213741.2862032762
1339,jammu-&-kashmir,2019,4,Others,3005,2601419.6959477984
1340,jammu-&-kashmir,2020,1,Peer-to-peer payments,435154,2654638582.0865793
1341,jammu-&-kashmir,2020,1,Recharge & bill payments,341357,144213068.71202034
1342,jammu-&-kashmir,2020,1,Merchant payments,135241,131144418.96503358
1343,jammu-&-kashmir,2020,1,Financial Services,2350,2116665.1182805505
1344,jammu-&-kashmir,2020,1,Others,7528,5530441.652102945
1345,jammu-&-kashmir,2020,2,Peer-to-peer payments,1238380,7426818530.258213
1346,jammu-&-kashmir,2020,2,Recharge & bill payments,1028741,413037418.32063264
1347,jammu-&-kashmir,2020,2,Merchant payments,341375,403026357.7674071
1348,jammu-&-kashmir,2020,2,Financial Services,9130,10415041.341445928
1349,jammu-&-kashmir,2020,2,Others,17380,12351591.57084975
1350,jammu-&-kashmir,2020,3,Peer-to-peer payments,1787154,10837119046.792652
1351,jammu-&-kashmir,2020,3,Recharge & bill payments,1005745,443743222.500647
1352,jammu-&-kashmir,2020,3,Merchant payments,642688,667957476.4350253
1353,jammu-&-kashmir,2020,3,Financial Services,10111,13281733.802213533
