index,State,Year,Quater,District,Transaction_count,Transaction_amount
2299,chhattisgarh,2018,2,narayanpur district,4613,6008458.096208755
2300,chhattisgarh,2018,2,kanker district,39505,60601702.39365116
2301,chhattisgarh,2018,2,korea district,54668,95050511.51330401
2302,chhattisgarh,2018,2,mungeli district,31126,36967297.02084474
2303,chhattisgarh,2018,2,bilaspur district,227499,324449553.2865913
2304,chhattisgarh,2018,2,balrampur district,45309,112473572.26822115
2305,chhattisgarh,2018,2,bijapur district,12815,26201133.89758309
2306,chhattisgarh,2018,2,bemetara district,61257,80647586.92949432
2307,chhattisgarh,2018,2,bastar district,57153,96021635.6917436
2308,chhattisgarh,2018,2,kondagaon district,31090,49190220.37838579
2309,chhattisgarh,2018,2,mahasamund district,93218,124507011.67411298
2310,chhattisgarh,2018,3,dhamtari district,82428,117488009.0239144
2311,chhattisgarh,2018,3,korba district,184852,293436194.59698164
2312,chhattisgarh,2018,3,surajpur district,70726,117394526.2211022
2313,chhattisgarh,2018,3,baloda bazar district,127539,204693992.96310723
2314,chhattisgarh,2018,3,sukma district,14906,34497222.33322545
2315,chhattisgarh,2018,3,raigarh district,263831,410153295.34528005
2316,chhattisgarh,2018,3,janjgir champa district,544027,761781545.6720302
2317,chhattisgarh,2018,3,jashpur district,68085,107652984.44522895
2318,chhattisgarh,2018,3,balod district,71561,92661258.52399492
2319,chhattisgarh,2018,3,kabirdham district,59769,79081577.09812817
2320,chhattisgarh,2018,3,surguja district,123129,222467433.69994545
2321,chhattisgarh,2018,3,dantewada district,30707,61983191.57948123
2322,chhattisgarh,2018,3,gariyaband district,68853,100197481.7308268
2323,chhattisgarh,2018,3,durg district,397408,670651315.7474772
2324,chhattisgarh,2018,3,rajnandgaon district,154856,234428137.06427848
2325,chhattisgarh,2018,3,raipur district,659871,1235190303.9525878
2326,chhattisgarh,2018,3,narayanpur district,10326,14992218.067332882
2327,chhattisgarh,2018,3,kanker district,62200,99066430.65690401
2328,chhattisgarh,2018,3,korea district,79975,151849657.85464737
2329,chhattisgarh,2018,3,mungeli district,40168,58982986.65258928
2330,chhattisgarh,2018,3,bilaspur district,335751,498127861.8344182
2331,chhattisgarh,2018,3,balrampur district,59664,150052868.27342016
2332,chhattisgarh,2018,3,bijapur district,23318,52221607.48542527
2333,chhattisgarh,2018,3,bemetara district,73056,110600944.88712542
2334,chhattisgarh,2018,3,bastar district,84286,152773164.90885538
2335,chhattisgarh,2018,3,kondagaon district,42641,70026983.47794574
2336,chhattisgarh,2018,3,mahasamund district,125671,199853879.35012454
2337,chhattisgarh,2018,4,dhamtari district,108799,164708733.96832758
2338,chhattisgarh,2018,4,korba district,270387,480365449.42326164
2339,chhattisgarh,2018,4,surajpur district,109764,192938270.21663088
2340,chhattisgarh,2018,4,baloda bazar district,190033,295982106.36890244
2341,chhattisgarh,2018,4,sukma district,29759,66493047.42363013
2342,chhattisgarh,2018,4,raigarh district,371009,609355216.1028209
2343,chhattisgarh,2018,4,janjgir champa district,669790,1023380162.572681
2344,chhattisgarh,2018,4,jashpur district,91425,181439133.7637751
2345,chhattisgarh,2018,4,balod district,101967,149467198.1419273
2346,chhattisgarh,2018,4,kabirdham district,90957,130261125.4707921
2347,chhattisgarh,2018,4,surguja district,174043,354179706.54506606
2348,chhattisgarh,2018,4,dantewada district,51960,114087585.90967672
2349,chhattisgarh,2018,4,gariyaband district,82751,154467158.4469632
2350,chhattisgarh,2018,4,durg district,529904,944287367.5683255
2351,chhattisgarh,2018,4,rajnandgaon district,204099,352901504.78259885
2352,chhattisgarh,2018,4,raipur district,891868,1740861108.0445876
2353,chhattisgarh,2018,4,narayanpur district,20798,37921533.67589848
2354,chhattisgarh,2018,4,kanker district,102769,204619479.11186063
2355,chhattisgarh,2018,4,korea district,122536,237083469.33324972
2356,chhattisgarh,2018,4,mungeli district,82792,106414846.43663485
2357,chhattisgarh,2018,4,bilaspur district,471373,730446431.89519
2358,chhattisgarh,2018,4,balrampur district,92320,247643052.91707128
2359,chhattisgarh,2018,4,bijapur district,38826,83030265.77317062
2360,chhattisgarh,2018,4,bemetara district,100405,156087709.93434596
2361,chhattisgarh,2018,4,bastar district,123188,240073969.67640284
2362,chhattisgarh,2018,4,kondagaon district,63449,120750465.63868642
2363,chhattisgarh,2018,4,mahasamund district,178873,297166565.82886094
2364,chhattisgarh,2019,1,dhamtari district,127393,209101529.89930615
2365,chhattisgarh,2019,1,korba district,372554,577233813.7773559
2366,chhattisgarh,2019,1,surajpur district,147208,231844122.91644695
2367,chhattisgarh,2019,1,baloda bazar district,241579,389323840.7684001
2368,chhattisgarh,2019,1,sukma district,43905,89330823.71831319
2369,chhattisgarh,2019,1,raigarh district,487271,806661077.7315385
2370,chhattisgarh,2019,1,janjgir champa district,772956,1002709901.1296669
2371,chhattisgarh,2019,1,jashpur district,110172,222488873.21001586
2372,chhattisgarh,2019,1,balod district,121587,177414584.9702202
2373,chhattisgarh,2019,1,kabirdham district,119875,163043397.68265548
2374,chhattisgarh,2019,1,surguja district,227723,429088362.04631805
2375,chhattisgarh,2019,1,dantewada district,63018,131673356.21701257
2376,chhattisgarh,2019,1,gariyaband district,92577,168035253.84766734
2377,chhattisgarh,2019,1,durg district,1008156,1453318461.819101
2378,chhattisgarh,2019,1,rajnandgaon district,247733,400107405.4412125
2379,chhattisgarh,2019,1,raipur district,1847370,2956050311.786186
2380,chhattisgarh,2019,1,narayanpur district,26074,49783663.73427805
2381,chhattisgarh,2019,1,kanker district,122627,239779871.56521487
2382,chhattisgarh,2019,1,korea district,161384,271127156.53484166
2383,chhattisgarh,2019,1,mungeli district,79597,130902009.1119632
2384,chhattisgarh,2019,1,bilaspur district,760633,1049002076.6296932
2385,chhattisgarh,2019,1,balrampur district,115076,312596791.4590051
2386,chhattisgarh,2019,1,bijapur district,47810,92607592.19433284
2387,chhattisgarh,2019,1,bemetara district,110242,185597215.99455848
2388,chhattisgarh,2019,1,bastar district,164104,303174307.19293064
2389,chhattisgarh,2019,1,kondagaon district,73753,132832437.79960512
2390,chhattisgarh,2019,1,mahasamund district,195292,369728146.1505085
2391,chhattisgarh,2019,2,dhamtari district,129792,224601064.60839948
2392,chhattisgarh,2019,2,korba district,333692,647738439.6403924
2393,chhattisgarh,2019,2,surajpur district,132413,271873847.06389415
2394,chhattisgarh,2019,2,baloda bazar district,221143,425860968.55239475
2395,chhattisgarh,2019,2,sukma district,49779,135038882.88271204
2396,chhattisgarh,2019,2,raigarh district,431031,837453321.4246501
2397,chhattisgarh,2019,2,janjgir champa district,559574,924458855.5334843
2398,chhattisgarh,2019,2,jashpur district,117254,264280533.1828053
2399,chhattisgarh,2019,2,balod district,126367,214449206.33355334
2400,chhattisgarh,2019,2,kabirdham district,112190,192177770.6921211
2401,chhattisgarh,2019,2,surguja district,217707,486013730.88778156
2402,chhattisgarh,2019,2,dantewada district,67171,170474770.36004472
2403,chhattisgarh,2019,2,gariyaband district,88745,183912563.08200598
2404,chhattisgarh,2019,2,durg district,1547551,2380514730.2993526
2405,chhattisgarh,2019,2,rajnandgaon district,254329,483937834.9265368
2406,chhattisgarh,2019,2,raipur district,3068366,5288462569.173023
2407,chhattisgarh,2019,2,narayanpur district,28248,53965415.92474572
2408,chhattisgarh,2019,2,kanker district,126925,288031799.8913356
2409,chhattisgarh,2019,2,korea district,144064,294485943.6771824
2410,chhattisgarh,2019,2,mungeli district,77646,155911222.3354161
2411,chhattisgarh,2019,2,bilaspur district,845039,1454675923.9684186
2412,chhattisgarh,2019,2,balrampur district,119100,347340407.5913938
2413,chhattisgarh,2019,2,bijapur district,62405,165337534.91376665
2414,chhattisgarh,2019,2,bemetara district,109005,196623353.23445675
2415,chhattisgarh,2019,2,bastar district,162781,366941641.6442934
2416,chhattisgarh,2019,2,kondagaon district,71252,156325610.65860105
2417,chhattisgarh,2019,2,mahasamund district,186376,391467746.3395828
2418,chhattisgarh,2019,3,dhamtari district,178554,267008482.5539409
2419,chhattisgarh,2019,3,korba district,423953,720041271.8570987
2420,chhattisgarh,2019,3,surajpur district,164739,289672854.9581479
2421,chhattisgarh,2019,3,baloda bazar district,290500,476320269.71492374
2422,chhattisgarh,2019,3,sukma district,69659,156368729.4516258
2423,chhattisgarh,2019,3,raigarh district,551609,927881426.8494444
2424,chhattisgarh,2019,3,janjgir champa district,796397,1162313123.0965266
2425,chhattisgarh,2019,3,jashpur district,152015,259121301.67828047
2426,chhattisgarh,2019,3,balod district,162963,249468764.90815693
2427,chhattisgarh,2019,3,kabirdham district,143834,217234590.1639042
2428,chhattisgarh,2019,3,surguja district,293050,535846373.88721716
2429,chhattisgarh,2019,3,dantewada district,100063,207146775.6195376
2430,chhattisgarh,2019,3,gariyaband district,118147,198947427.66690576
2431,chhattisgarh,2019,3,durg district,2023250,2714043340.330802
2432,chhattisgarh,2019,3,rajnandgaon district,347908,543905597.005911
2433,chhattisgarh,2019,3,raipur district,3977297,6485603479.074835
2434,chhattisgarh,2019,3,narayanpur district,38609,62303879.75476987
2435,chhattisgarh,2019,3,kanker district,187349,350436897.75481415
2436,chhattisgarh,2019,3,korea district,179034,332214564.5644927
2437,chhattisgarh,2019,3,mungeli district,91597,160821668.56034932
2438,chhattisgarh,2019,3,bilaspur district,998165,1661024492.5870595
2439,chhattisgarh,2019,3,balrampur district,149868,357557994.34776396
2440,chhattisgarh,2019,3,bijapur district,91833,198283499.35625884
2441,chhattisgarh,2019,3,bemetara district,144795,215769361.95399207
2442,chhattisgarh,2019,3,bastar district,223444,425608185.8589128
2443,chhattisgarh,2019,3,kondagaon district,98865,176502268.42671663
2444,chhattisgarh,2019,3,mahasamund district,245614,451812545.4709327
2445,chhattisgarh,2019,4,dhamtari district,226628,364594358.2390928
2446,chhattisgarh,2019,4,korba district,579614,1007648571.7689122
2447,chhattisgarh,2019,4,surajpur district,224124,411575360.19320095
2448,chhattisgarh,2019,4,baloda bazar district,372076,645723475.139449
2449,chhattisgarh,2019,4,sukma district,84343,205940213.5776856
2450,chhattisgarh,2019,4,raigarh district,727666,1244726770.8233235
2451,chhattisgarh,2019,4,janjgir champa district,869528,1362421999.961806
2452,chhattisgarh,2019,4,jashpur district,194854,350361155.7118863
2453,chhattisgarh,2019,4,balod district,211986,332199715.104324
2454,chhattisgarh,2019,4,kabirdham district,185476,282998909.3669796
2455,chhattisgarh,2019,4,surguja district,398053,730934546.7175045
2456,chhattisgarh,2019,4,dantewada district,117225,265146167.73870057
2457,chhattisgarh,2019,4,gariyaband district,147799,255244213.77110636
2458,chhattisgarh,2019,4,durg district,2628735,3617557460.4601965
2459,chhattisgarh,2019,4,rajnandgaon district,445558,711713323.6292998
2460,chhattisgarh,2019,4,raipur district,5644383,9527539915.79604
2461,chhattisgarh,2019,4,narayanpur district,46004,79062278.68644199
2462,chhattisgarh,2019,4,kanker district,232027,452866036.0415764
2463,chhattisgarh,2019,4,korea district,244650,448456877.46415675
2464,chhattisgarh,2019,4,mungeli district,124192,211669072.72300637
2465,chhattisgarh,2019,4,bilaspur district,1367178,2176560885.6034384
2466,chhattisgarh,2019,4,balrampur district,203589,479163643.4470446
2467,chhattisgarh,2019,4,bijapur district,112547,258665089.07495868
2468,chhattisgarh,2019,4,bemetara district,183767,308208450.5400082
2469,chhattisgarh,2019,4,bastar district,290231,574718383.181036
2470,chhattisgarh,2019,4,kondagaon district,123171,227155762.96871975
2471,chhattisgarh,2019,4,mahasamund district,320354,610936099.4831579
2472,chhattisgarh,2020,1,dhamtari district,327305,540051855.9444383
2473,chhattisgarh,2020,1,korba district,718120,1166839868.1460686
2474,chhattisgarh,2020,1,surajpur district,271529,473520926.39881825
2475,chhattisgarh,2020,1,baloda bazar district,458451,758990785.274246
2476,chhattisgarh,2020,1,sukma district,103677,237179270.88055882
2477,chhattisgarh,2020,1,raigarh district,853049,1441862102.9480531
2478,chhattisgarh,2020,1,janjgir champa district,931656,1488048447.0181952
2479,chhattisgarh,2020,1,jashpur district,245808,399914857.0065902
2480,chhattisgarh,2020,1,balod district,266297,405890896.2419557
2481,chhattisgarh,2020,1,kabirdham district,226697,333091859.6139035
2482,chhattisgarh,2020,1,surguja district,471783,825221523.2257853
2483,chhattisgarh,2020,1,dantewada district,137611,289371036.081318
2484,chhattisgarh,2020,1,gariyaband district,179753,298939099.61672366
2485,chhattisgarh,2020,1,durg district,2720717,3703033691.5734186
2486,chhattisgarh,2020,1,rajnandgaon district,530737,829638269.61084
2487,chhattisgarh,2020,1,raipur district,7165357,12890786407.130106
2488,chhattisgarh,2020,1,narayanpur district,53826,94150093.29922323
2489,chhattisgarh,2020,1,kanker district,286427,543997906.2762351
2490,chhattisgarh,2020,1,korea district,282413,495684980.83725876
2491,chhattisgarh,2020,1,mungeli district,150686,245594493.84039813
2492,chhattisgarh,2020,1,bilaspur district,1626602,2606579319.869314
2493,chhattisgarh,2020,1,balrampur district,250651,538258897.6136359
2494,chhattisgarh,2020,1,bijapur district,134336,284069644.98290277
2495,chhattisgarh,2020,1,bemetara district,228647,344270011.2919048
2496,chhattisgarh,2020,1,bastar district,343428,648430548.0752722
2497,chhattisgarh,2020,1,kondagaon district,163047,264923582.99052787
2498,chhattisgarh,2020,1,mahasamund district,395381,712257295.5688996
2499,chhattisgarh,2020,2,dhamtari district,417014,710351734.8383749
2500,chhattisgarh,2020,2,korba district,944646,1508035673.146365
2501,chhattisgarh,2020,2,surajpur district,359594,668176436.046548
2502,chhattisgarh,2020,2,baloda bazar district,633348,1023037088.3420137
2503,chhattisgarh,2020,2,sukma district,142964,350776600.2738137
2504,chhattisgarh,2020,2,raigarh district,1086995,1795114177.701589
2505,chhattisgarh,2020,2,janjgir champa district,1248433,2013421603.7532818
2506,chhattisgarh,2020,2,jashpur district,352428,567530236.0333706
2507,chhattisgarh,2020,2,balod district,375043,548044714.9343276
2508,chhattisgarh,2020,2,kabirdham district,326874,523719319.5328407
2509,chhattisgarh,2020,2,surguja district,533916,943051720.5904517
2510,chhattisgarh,2020,2,dantewada district,185996,395884888.0561264
2511,chhattisgarh,2020,2,gariyaband district,256651,474806305.0637693
2512,chhattisgarh,2020,2,durg district,2269659,3224351699.513093
2513,chhattisgarh,2020,2,rajnandgaon district,673472,1115085386.2998686
2514,chhattisgarh,2020,2,raipur district,4506567,8132937028.126704
2515,chhattisgarh,2020,2,narayanpur district,79049,144153919.67027372
2516,chhattisgarh,2020,2,kanker district,386419,720470774.5190057
2517,chhattisgarh,2020,2,korea district,386555,725095695.8659099
2518,chhattisgarh,2020,2,mungeli district,233660,403225447.3262347
2519,chhattisgarh,2020,2,bilaspur district,1317592,2187204544.3310075
2520,chhattisgarh,2020,2,balrampur district,364767,863677503.587856
2521,chhattisgarh,2020,2,bijapur district,178476,411677296.53790194
2522,chhattisgarh,2020,2,bemetara district,326694,493432459.02954155
2523,chhattisgarh,2020,2,bastar district,464740,971932585.9016597
2524,chhattisgarh,2020,2,kondagaon district,214666,365998866.829898
2525,chhattisgarh,2020,2,mahasamund district,554707,987188501.0492831
2526,chhattisgarh,2020,3,dhamtari district,464301,785732349.938926
2527,chhattisgarh,2020,3,korba district,1244497,2009501714.6041927
2528,chhattisgarh,2020,3,surajpur district,466294,871383230.3060559
2529,chhattisgarh,2020,3,baloda bazar district,771002,1235479975.3188782
2530,chhattisgarh,2020,3,sukma district,169385,438530201.2157915
2531,chhattisgarh,2020,3,raigarh district,1433072,2458680204.7860084
2532,chhattisgarh,2020,3,janjgir champa district,1514440,2490630273.085557
2533,chhattisgarh,2020,3,jashpur district,430402,733938150.3368851
2534,chhattisgarh,2020,3,balod district,471846,733232796.0256181
2535,chhattisgarh,2020,3,kabirdham district,402381,608806472.2682915
2536,chhattisgarh,2020,3,surguja district,707337,1327658513.4476824
2537,chhattisgarh,2020,3,dantewada district,229155,513318881.200006
2538,chhattisgarh,2020,3,gariyaband district,302410,526052466.32615495
2539,chhattisgarh,2020,3,durg district,3050549,4422630206.029019
2540,chhattisgarh,2020,3,rajnandgaon district,877383,1486830890.3385725
2541,chhattisgarh,2020,3,raipur district,6042530,10684762115.033833
2542,chhattisgarh,2020,3,narayanpur district,88855,172616130.5030778
2543,chhattisgarh,2020,3,kanker district,458506,944194080.7817578
2544,chhattisgarh,2020,3,korea district,505107,903153468.0155666
2545,chhattisgarh,2020,3,mungeli district,261398,440214275.05159545
2546,chhattisgarh,2020,3,bilaspur district,1745292,2896159000.806561
2547,chhattisgarh,2020,3,balrampur district,441036,1014202448.380359
2548,chhattisgarh,2020,3,bijapur district,211349,499340515.0420793
2549,chhattisgarh,2020,3,bemetara district,391183,568030403.7356443
2550,chhattisgarh,2020,3,bastar district,494723,996159111.5029507
2551,chhattisgarh,2020,3,kondagaon district,262629,472823128.6065277
2552,chhattisgarh,2020,3,mahasamund district,711477,1292683804.8464174
2553,chhattisgarh,2020,4,dhamtari district,624812,1116630006.0085955
2554,chhattisgarh,2020,4,korba district,1984429,3184943428.3822093
2555,chhattisgarh,2020,4,surajpur district,676567,1305789055.4768894
2556,chhattisgarh,2020,4,baloda bazar district,1079166,1896871501.902258
2557,chhattisgarh,2020,4,sukma district,238465,638524490.7419174
2558,chhattisgarh,2020,4,raigarh district,2064164,3637725480.8909154
2559,chhattisgarh,2020,4,janjgir champa district,2192318,3743676244.613643
2560,chhattisgarh,2020,4,jashpur district,599900,1101179048.8851104
2561,chhattisgarh,2020,4,balod district,653978,1065314612.5838513
2562,chhattisgarh,2020,4,kabirdham district,551734,894582481.4049557
2563,chhattisgarh,2020,4,surguja district,1086420,2064653403.7490907
2564,chhattisgarh,2020,4,dantewada district,318775,789981955.5130013
2565,chhattisgarh,2020,4,gariyaband district,417169,739494892.833446
2566,chhattisgarh,2020,4,durg district,4913427,7302773368.858854
2567,chhattisgarh,2020,4,rajnandgaon district,1290120,2254466252.901078
2568,chhattisgarh,2020,4,raipur district,8570997,14747848599.148956
2569,chhattisgarh,2020,4,narayanpur district,126331,257167467.5268439
2570,chhattisgarh,2020,4,kanker district,634514,1358849804.8078868
2571,chhattisgarh,2020,4,korea district,754942,1395166961.7705023
2572,chhattisgarh,2020,4,mungeli district,363678,666087422.2678833
2573,chhattisgarh,2020,4,bilaspur district,2837963,4829260316.92908
2574,chhattisgarh,2020,4,balrampur district,578790,1340368849.4000525
2575,chhattisgarh,2020,4,bijapur district,307460,766898011.8716979
2576,chhattisgarh,2020,4,bemetara district,520944,870151678.1162208
2577,chhattisgarh,2020,4,bastar district,738632,1566415259.0535295
2578,chhattisgarh,2020,4,kondagaon district,369192,728929648.0722761
2579,chhattisgarh,2020,4,mahasamund district,1034749,1951224040.2379332
2580,chhattisgarh,2021,1,dhamtari district,616731,1207143038.1613414
2581,chhattisgarh,2021,1,korba district,2152362,3547673112.829475
2582,chhattisgarh,2021,1,surajpur district,737441,1463328896.6740713
2583,chhattisgarh,2021,1,baloda bazar district,1102370,2084677637.5493598
2584,chhattisgarh,2021,1,sukma district,226511,681369447.0794361
2585,chhattisgarh,2021,1,raigarh district,2237708,4233022686.648001
2586,chhattisgarh,2021,1,janjgir champa district,2237748,4086540675.2864065
2587,chhattisgarh,2021,1,jashpur district,587229,1265771754.067021
2588,chhattisgarh,2021,1,balod district,645219,1132187020.9628415
2589,chhattisgarh,2021,1,kabirdham district,571899,968261725.3060706
2590,chhattisgarh,2021,1,surguja district,1195343,2299690489.1146884
2591,chhattisgarh,2021,1,dantewada district,315403,786274768.7264975
2592,chhattisgarh,2021,1,gariyaband district,396818,770501929.6385391
2593,chhattisgarh,2021,1,durg district,5455260,7697855739.555681
2594,chhattisgarh,2021,1,rajnandgaon district,1390205,2509162848.912773
2595,chhattisgarh,2021,1,raipur district,10625343,17249749779.092148
2596,chhattisgarh,2021,1,narayanpur district,109993,243552618.44345498
2597,chhattisgarh,2021,1,kanker district,619999,1482694763.8975682
2598,chhattisgarh,2021,1,korea district,796358,1498312909.9027839
2599,chhattisgarh,2021,1,mungeli district,383383,750343760.2255621
2600,chhattisgarh,2021,1,bilaspur district,3400745,5548981180.581255
2601,chhattisgarh,2021,1,balrampur district,597667,1498078490.3852754
2602,chhattisgarh,2021,1,bijapur district,291788,770612635.6192801
2603,chhattisgarh,2021,1,bemetara district,518166,943164752.8279293
2604,chhattisgarh,2021,1,bastar district,779252,1693715519.2819068
2605,chhattisgarh,2021,1,kondagaon district,360985,776775266.3840878
2606,chhattisgarh,2021,1,mahasamund district,1084511,2220399814.3984013
2607,chhattisgarh,2021,2,dhamtari district,803714,1475776201.9027843
2608,chhattisgarh,2021,2,korba district,2556656,4078628168.1593704
2609,chhattisgarh,2021,2,surajpur district,913088,1729440595.3210092
2610,chhattisgarh,2021,2,baloda bazar district,1461126,2578930313.1679645
2611,chhattisgarh,2021,2,sukma district,300111,816528670.0119865
2612,chhattisgarh,2021,2,raigarh district,2634959,4606676921.965151
2613,chhattisgarh,2021,2,janjgir champa district,2835495,4781785298.469424
2614,chhattisgarh,2021,2,jashpur district,728879,1441881668.181817
2615,chhattisgarh,2021,2,balod district,826679,1380147490.6980267
2616,chhattisgarh,2021,2,kabirdham district,771345,1267472695.823462
2617,chhattisgarh,2021,2,surguja district,1332917,2575596438.475781
2618,chhattisgarh,2021,2,dantewada district,405620,912949701.6650429
2619,chhattisgarh,2021,2,gariyaband district,533040,947099930.6488261
2620,chhattisgarh,2021,2,durg district,5360198,8406607059.064627
2621,chhattisgarh,2021,2,rajnandgaon district,1698948,3047951973.381322
2622,chhattisgarh,2021,2,raipur district,10882417,18678914879.009037
2623,chhattisgarh,2021,2,narayanpur district,137697,278432933.8749313
2624,chhattisgarh,2021,2,kanker district,765639,1633931245.0420275
2625,chhattisgarh,2021,2,korea district,984343,1764272111.0023508
2626,chhattisgarh,2021,2,mungeli district,530168,987805834.1695999
2627,chhattisgarh,2021,2,bilaspur district,3617926,6128946520.089718
2628,chhattisgarh,2021,2,balrampur district,750454,1767610921.031614
2629,chhattisgarh,2021,2,bijapur district,372315,897448843.8484007
2630,chhattisgarh,2021,2,bemetara district,684190,1191912269.372146
2631,chhattisgarh,2021,2,bastar district,956445,1858017026.943087
2632,chhattisgarh,2021,2,kondagaon district,469272,884960983.553756
2633,chhattisgarh,2021,2,mahasamund district,1375779,2609044564.352538
2634,chhattisgarh,2021,3,dhamtari district,985124,1824710331.729756
2635,chhattisgarh,2021,3,korba district,3562384,5269832115.82479
2636,chhattisgarh,2021,3,surajpur district,1244377,2128314524.3322616
2637,chhattisgarh,2021,3,baloda bazar district,1923490,3285959111.615432
2638,chhattisgarh,2021,3,sukma district,380899,1100850189.6459508
2639,chhattisgarh,2021,3,raigarh district,3676121,6178904602.829477
2640,chhattisgarh,2021,3,janjgir champa district,3691134,6044129725.467278
2641,chhattisgarh,2021,3,jashpur district,962130,1842499910.8893065
2642,chhattisgarh,2021,3,balod district,1006571,1667022367.554027
2643,chhattisgarh,2021,3,kabirdham district,957202,1535927184.3485236
2644,chhattisgarh,2021,3,surguja district,2006253,3418441123.0492086
2645,chhattisgarh,2021,3,dantewada district,499985,1130039078.1037703
2646,chhattisgarh,2021,3,gariyaband district,677715,1211971006.3224025
2647,chhattisgarh,2021,3,durg district,8289193,11563387669.133896
2648,chhattisgarh,2021,3,rajnandgaon district,2353407,3963184198.405422
2649,chhattisgarh,2021,3,raipur district,17276668,26769245295.713993
2650,chhattisgarh,2021,3,narayanpur district,167442,340593780.9719819
2651,chhattisgarh,2021,3,kanker district,987222,2049763959.4001064
2652,chhattisgarh,2021,3,korea district,1325395,2180425835.148514
2653,chhattisgarh,2021,3,mungeli district,654791,1165469291.6083956
2654,chhattisgarh,2021,3,bilaspur district,5603933,8478327761.385537
2655,chhattisgarh,2021,3,balrampur district,961639,2054725671.9706836
2656,chhattisgarh,2021,3,bijapur district,469983,1089393531.4026604
2657,chhattisgarh,2021,3,bemetara district,820436,1405816374.1530037
2658,chhattisgarh,2021,3,bastar district,1337066,2529543183.0390534
2659,chhattisgarh,2021,3,kondagaon district,603305,1129475741.4449344
2660,chhattisgarh,2021,3,mahasamund district,1814073,3248154697.285629
2661,chhattisgarh,2021,4,dhamtari district,1248118,2301060133.8491325
2662,chhattisgarh,2021,4,korba district,4813732,6967488786.247881
2663,chhattisgarh,2021,4,surajpur district,1620479,2695737530.090952
2664,chhattisgarh,2021,4,baloda bazar district,2428335,4125753409.5956497
2665,chhattisgarh,2021,4,sukma district,491853,1315468404.9234624
2666,chhattisgarh,2021,4,raigarh district,4987956,8118529781.855951
2667,chhattisgarh,2021,4,janjgir champa district,4713652,7509616301.088512
2668,chhattisgarh,2021,4,jashpur district,1283197,2398549912.2386475
2669,chhattisgarh,2021,4,balod district,1261829,2124024724.5642636
2670,chhattisgarh,2021,4,kabirdham district,1224202,1936737122.9796457
2671,chhattisgarh,2021,4,surguja district,2774724,4648918490.631775
2672,chhattisgarh,2021,4,dantewada district,666756,1425704987.1647797
2673,chhattisgarh,2021,4,gariyaband district,845852,1432175557.522806
2674,chhattisgarh,2021,4,durg district,10300130,14816073916.178635
2675,chhattisgarh,2021,4,rajnandgaon district,2897306,4944916181.246885
2676,chhattisgarh,2021,4,raipur district,23353982,36279287404.820206
2677,chhattisgarh,2021,4,narayanpur district,240761,489068703.1568668
2678,chhattisgarh,2021,4,kanker district,1324064,2662476374.1382093
2679,chhattisgarh,2021,4,korea district,1688351,2738248456.4006133
2680,chhattisgarh,2021,4,mungeli district,870531,1492676825.6655662
2681,chhattisgarh,2021,4,bilaspur district,7784221,11326296354.842558
2682,chhattisgarh,2021,4,balrampur district,1247713,2575260752.0334625
2683,chhattisgarh,2021,4,bijapur district,614833,1378643772.5967786
2684,chhattisgarh,2021,4,bemetara district,1010707,1829091197.081568
2685,chhattisgarh,2021,4,bastar district,1879817,3398738422.638014
2686,chhattisgarh,2021,4,kondagaon district,820093,1443085278.5441618
2687,chhattisgarh,2021,4,mahasamund district,2324300,4025481736.715737
2688,chhattisgarh,2022,1,dhamtari district,1492243,2833407184.977332
2689,chhattisgarh,2022,1,korba district,5626866,8306489271.356157
2690,chhattisgarh,2022,1,surajpur district,1886693,3173368816.5758076
2691,chhattisgarh,2022,1,baloda bazar district,2925957,5025353758.266698
2692,chhattisgarh,2022,1,sukma district,505004,1280893928.981685
2693,chhattisgarh,2022,1,raigarh district,5959088,9885641555.115366
2694,chhattisgarh,2022,1,janjgir champa district,5495226,8737068867.594168
2695,chhattisgarh,2022,1,jashpur district,1508729,2930779141.778676
2696,chhattisgarh,2022,1,balod district,1477405,2513134327.614071
2697,chhattisgarh,2022,1,kabirdham district,1567571,2487844561.6715946
2698,chhattisgarh,2022,1,surguja district,3182242,5281342196.784164
2699,chhattisgarh,2022,1,dantewada district,782199,1589432533.293374
2700,chhattisgarh,2022,1,gariyaband district,1056471,1881190060.2894657
2701,chhattisgarh,2022,1,durg district,11345594,16423362101.016968
2702,chhattisgarh,2022,1,rajnandgaon district,3505850,6015130524.624992
2703,chhattisgarh,2022,1,raipur district,25836062,39990361268.69826
2704,chhattisgarh,2022,1,narayanpur district,277768,561274826.5691612
2705,chhattisgarh,2022,1,kanker district,1599699,3237590649.399125
2706,chhattisgarh,2022,1,korea district,1909908,3078262597.331434
2707,chhattisgarh,2022,1,mungeli district,1074535,1897584378.2166843
2708,chhattisgarh,2022,1,bilaspur district,9081044,13169861328.37149
2709,chhattisgarh,2022,1,balrampur district,1442159,3023784892.212961
2710,chhattisgarh,2022,1,bijapur district,651494,1407048680.7855577
2711,chhattisgarh,2022,1,bemetara district,1259037,2287658824.6461735
2712,chhattisgarh,2022,1,bastar district,2203676,4004268081.1117897
2713,chhattisgarh,2022,1,kondagaon district,972613,1804893354.0830288
2714,chhattisgarh,2022,1,mahasamund district,2788159,5020017743.469414
2715,chhattisgarh,2022,2,dhamtari district,1839169,3261297839.925982
